Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	cv:CN124736	Acrodysostosis 2, with or without hormone resistance	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PDE4D
Disease	C3151039	Cardiomyopathy, Dilated, 1t	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TMPO
Disease	C3280452	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	WWOX
Disease	cv:C1864871	17q21.31 microdeletion syndrome	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	KANSL1
Disease	cv:C1845366	Mental retardation X-linked with cerebellar hypoplasia and distinctive facial appearance	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	OPHN1
Disease	cv:C3151039	Dilated cardiomyopathy 1T	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TMPO
Disease	cv:CN168272	Cutaneous malignant melanoma 9	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C0278586	Metastatic Ewing's Sarcoma	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PTPRD
Disease	C1864871	Chromosome 17q21.31 Deletion Syndrome	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	KANSL1
Disease	C1333148	Conjunctival intraepithelial neoplasia	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	20081125:Hanson	End-stage renal disease	GWAS	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PVT1
Disease	OMIN:609533	DEAFNESS, AUTOSOMAL RECESSIVE 23; DFNB23	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	C4024986	Congenital neuroblastoma	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	C1865885	Usher Syndrome, Type IF	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	OMIN:602083	USHER SYNDROME, TYPE IF; USH1F	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	cv:CN077963	Capecitabine response	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C1970483	Vesicoureteral Reflux 2	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ROBO2
Disease	C3553617	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	OMIN:302045	CARDIOMYOPATHY, DILATED, 3B; CMD3B	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	C0700095	Central neuroblastoma	DisGeNET BeFree	3.982E-3	1.000E0	4.472E-2	3.578E-1	14	1631	NBAS,PLB1,PTPRD,WWOX,ASIC2,PVT1,DAB1,ELAVL2,ROBO2,CAMTA1,TERT,TENM2,ALK,DDX1
Disease	C0280216	stage, neuroblastoma	DisGeNET BeFree	4.007E-3	1.000E0	4.472E-2	3.578E-1	2	24	TERT,DDX1
Disease	C0014544	Epilepsy	DisGeNET Curated	4.222E-3	1.000E0	4.681E-2	3.745E-1	10	962	MAGI2,PACS1,DPYD,VRK2,WWOX,NRXN1,CNTNAP2,AUTS2,DMD,OPHN1
